Ranking Week,Rank,Name,Country,Points,Tournaments,Member ID
10/22/2019,2,CHOU Tien Chen,TPE,80548,20,34810
10/22/2019,3,SHI Yu Qi,CHN,79701,13,57945
10/22/2019,4,CHEN Long,CHN,78940,18,75787
10/22/2019,5,Anders ANTONSEN,DEN,75379,16,91554
10/22/2019,6,Viktor AXELSEN,DEN,71688,12,25831
10/22/2019,7,Jonatan CHRISTIE,INA,68678,19,73442
10/22/2019,8,Anthony Sinisuka GINTING,INA,62852,20,95661
10/22/2019,9,NG Ka Long Angus,HKG,58672,20,45171
10/22/2019,10,KIDAMBI Srikanth,IND,57910,15,93627
10/22/2019,11,SAI PRANEETH B.,IND,56820,18,42776
10/22/2019,12,Kantaphon WANGCHAROEN,THA,55249,23,92508
10/22/2019,13,Kenta NISHIMOTO,JPN,54333,20,85394
10/22/2019,14,LEE Zii Jia,MAS,54075,19,81561
10/22/2019,15,Kanta TSUNEYAMA,JPN,53228,20,57823
10/22/2019,16,SON Wan Ho,KOR,51120,8,54346
10/22/2019,17,Tommy SUGIARTO,INA,50320,20,14587
10/22/2019,18,Sameer VERMA,IND,49659,18,77003
10/22/2019,19,LIN Dan,CHN,47750,21,50906
10/22/2019,20,Rasmus GEMKE,DEN,47441,18,62855
10/22/2019,21,LU Guang Zu,CHN,46019,21,77427
10/22/2019,22,Jan O JORGENSEN,DEN,44980,15,54431
10/22/2019,23,Sitthikom THAMMASIN,THA,44357,21,58963
10/22/2019,24,Shesar Hiren RHUSTAVITO,INA,44054,18,81887
10/22/2019,25,WANG Tzu Wei,TPE,43695,22,87375
10/22/2019,26,PARUPALLI Kashyap,IND,42750,20,53944
10/22/2019,27,PRANNOY H. S.,IND,40535,17,83950
10/22/2019,28,HUANG Yu Xiang,CHN,40330,15,71261
10/22/2019,29,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
10/22/2019,30,LEE Cheuk Yiu,HKG,39521,20,94780
10/22/2019,31,LOH Kean Yew,SGP,38454,17,76115
10/22/2019,32,LIEW Daren,MAS,38390,17,52864
10/22/2019,33,Mark CALJOUW,NED,38099,23,76973
10/22/2019,34,Khosit PHETPRADAB,THA,37670,20,29449
10/22/2019,35,Brice LEVERDEZ,FRA,37114,20,52968
10/22/2019,36,WONG Wing Ki Vincent,HKG,36490,19,55280
10/22/2019,37,Sourabh VERMA,IND,35279,17,25925
10/22/2019,38,Koki WATANABE,JPN,34560,13,97174
10/22/2019,39,LEE Dong Keun,KOR,34385,18,64933
10/22/2019,40,Tanongsak SAENSOMBOONSUK,THA,34330,17,54513
10/22/2019,41,SUN Fei Xiang,CHN,32980,15,57762
10/22/2019,42,Subhankar DEY,IND,32900,18,60967
10/22/2019,43,Rajiv OUSEPH,ENG,32352,12,51613
10/22/2019,44,Suppanyu AVIHINGSANON,THA,32336,23,46874
10/22/2019,45,ZHAO Jun Peng,CHN,32145,17,95930
10/22/2019,46,Misha ZILBERMAN,ISR,31934,22,52953
10/22/2019,47,Kunlavut VITIDSARN,THA,31600,14,64032
10/22/2019,48,HEO Kwang Hee,KOR,30487,16,68718
10/22/2019,49,Kazumasa SAKAI,JPN,29870,16,91280
10/22/2019,50,Lucas CORVEE,FRA,29169,20,89416
10/22/2019,51,LI Shi Feng,CHN,28820,10,95476
10/22/2019,52,Lakshya SEN,IND,28640,13,68870
10/22/2019,53,Thomas ROUXEL,FRA,28457,23,38500
10/22/2019,54,Victor SVENDSEN,DEN,28320,15,59420
10/22/2019,55,SOONG Joo Ven,MAS,28037,12,87117
10/22/2019,56,Ygor COELHO,BRA,27720,17,96429
10/22/2019,57,LU Chia Hung,TPE,27380,13,91254
10/22/2019,58,Tien Minh NGUYEN,VIE,27375,12,14107
10/22/2019,59,Kevin CORDON,GUA,27183,13,54897
10/22/2019,60,ZHOU Ze Qi,CHN,27140,15,91093
10/22/2019,61,Firman Abdul KHOLIK,INA,26950,12,61797
10/22/2019,62,Toby PENTY,ENG,26899,15,88523
10/22/2019,63,Chico Aura DWI WARDOYO,INA,26870,18,71408
10/22/2019,64,Kodai NARAOKA,JPN,26550,10,62063
10/22/2019,65,Pablo ABIAN,ESP,26434,20,14251
10/22/2019,66,Felix BURESTEDT,SWE,25380,16,83985
10/22/2019,67,Jason Anthony HO-SHUE,CAN,25271,23,93791
10/22/2019,68,LIN Yu Hsien,TPE,25050,12,91665
10/22/2019,69,Ihsan Maulana MUSTOFA,INA,24408,14,74154
10/22/2019,70,Vladimir MALKOV,RUS,24075,20,51682
10/22/2019,71,Iskandar ZULKARNAIN,MAS,23760,13,31871
10/22/2019,72,SOO Teck Zhi,MAS,23710,19,76106
10/22/2019,73,Lucas CLAERBOUT,FRA,23540,18,89506
10/22/2019,74,LEE Hyun Il,KOR,23230,8,11704
10/22/2019,75,REN Peng Bo,CHN,23000,13,91204
10/22/2019,76,Toma Junior POPOV,FRA,22991,15,61628
10/22/2019,77,Nhat NGUYEN,IRL,22788,20,85095
10/22/2019,78,Ajay JAYARAM,IND,22320,15,55351
10/22/2019,79,Luís Enrique PEÑALVER,ESP,22258,22,71221
10/22/2019,80,Yu IGARASHI,JPN,22250,14,64179
10/22/2019,81,Lino MUNOZ,MEX,22160,19,96461
10/22/2019,82,LIU Hai Chao,CHN,21920,11,97959
10/22/2019,83,Kai SCHAEFER,GER,21880,22,20808
10/22/2019,84,CHEAM June Wei,MAS,21523,14,92796
10/22/2019,85,Brian YANG,CAN,21422,18,63122
10/22/2019,86,Kalle KOLJONEN,FIN,21128,22,92655
10/22/2019,87,Osleni GUERRERO,CUB,21099,11,52364
10/22/2019,88,LIN Chun-Yi,TPE,20630,11,86114
10/22/2019,89,Eetu HEINO,FIN,20600,22,54484
10/22/2019,90,Sergey SIRANT,RUS,20490,17,93878
10/22/2019,91,Ade Resky DWICAHYO,AZE,20450,21,78890
10/22/2019,92,Raul MUST,EST,20149,16,51531
10/22/2019,93,Kim BRUUN,DEN,19370,15,96545
10/22/2019,94,Artem POCHTAROV,UKR,19360,16,20301
10/22/2019,95,Yusuke ONODERA,JPN,19140,8,70730
10/22/2019,96,Minoru KOGA,JPN,19064,13,80062
10/22/2019,97,Michal ROGALSKI,POL,18597,24,53381
10/22/2019,98,Luka WRABER,AUT,18390,23,56274
10/22/2019,99,Gergely KRAUSZ,HUN,17954,22,56755
10/15/2019,1,Kento MOMOTA,JPN,110118,18,89785
10/15/2019,2,CHOU Tien Chen,TPE,83478,20,34810
10/15/2019,3,SHI Yu Qi,CHN,79701,14,57945
10/15/2019,4,Anders ANTONSEN,DEN,77029,16,91554
10/15/2019,5,CHEN Long,CHN,74630,18,75787
10/15/2019,6,Jonatan CHRISTIE,INA,68678,19,73442
10/15/2019,7,Viktor AXELSEN,DEN,68308,12,25831
10/15/2019,8,Anthony Sinisuka GINTING,INA,62852,20,95661
10/15/2019,9,KIDAMBI Srikanth,IND,60570,15,93627
10/15/2019,10,NG Ka Long Angus,HKG,59142,20,45171
10/15/2019,11,SON Wan Ho,KOR,57170,9,54346
10/15/2019,12,SAI PRANEETH B.,IND,55500,18,42776
10/15/2019,13,Kantaphon WANGCHAROEN,THA,54529,23,92508
10/15/2019,14,Kenta NISHIMOTO,JPN,54333,20,85394
10/15/2019,15,LEE Zii Jia,MAS,54075,18,81561
10/15/2019,16,Kanta TSUNEYAMA,JPN,53948,20,57823
10/15/2019,17,Sameer VERMA,IND,51389,18,77003
10/15/2019,18,LIN Dan,CHN,49070,21,50906
10/15/2019,19,Tommy SUGIARTO,INA,46940,20,14587
10/15/2019,20,LU Guang Zu,CHN,46019,20,77427
10/15/2019,21,Jan O JORGENSEN,DEN,44980,14,54431
10/15/2019,22,Rasmus GEMKE,DEN,44051,18,62855
10/15/2019,23,HUANG Yu Xiang,CHN,43720,15,71261
10/15/2019,24,WANG Tzu Wei,TPE,43695,21,87375
10/15/2019,25,PARUPALLI Kashyap,IND,42750,19,53944
10/15/2019,26,Shesar Hiren RHUSTAVITO,INA,42534,17,81887
10/15/2019,27,Sitthikom THAMMASIN,THA,41907,20,58963
10/15/2019,28,PRANNOY H. S.,IND,40535,17,83950
10/15/2019,29,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
10/15/2019,30,LEE Cheuk Yiu,HKG,39521,20,94780
10/15/2019,31,Khosit PHETPRADAB,THA,39400,20,29449
10/15/2019,32,LOH Kean Yew,SGP,38454,18,76115
10/15/2019,33,LIEW Daren,MAS,38390,18,52864
10/15/2019,34,Mark CALJOUW,NED,36779,23,76973
10/15/2019,35,WONG Wing Ki Vincent,HKG,36490,19,55280
10/15/2019,36,Brice LEVERDEZ,FRA,35454,20,52968
10/15/2019,37,Sourabh VERMA,IND,34839,16,25925
10/15/2019,38,Koki WATANABE,JPN,34560,13,97174
10/15/2019,39,LEE Dong Keun,KOR,34385,19,64933
10/15/2019,40,Tanongsak SAENSOMBOONSUK,THA,34330,17,54513
10/15/2019,41,Subhankar DEY,IND,34080,18,60967
10/15/2019,42,Suppanyu AVIHINGSANON,THA,33996,24,46874
10/15/2019,43,Rajiv OUSEPH,ENG,33342,13,51613
10/15/2019,44,SUN Fei Xiang,CHN,32980,15,57762
10/15/2019,45,ZHAO Jun Peng,CHN,32145,17,95930
10/15/2019,46,Misha ZILBERMAN,ISR,31934,21,52953
10/15/2019,47,HEO Kwang Hee,KOR,30487,16,68718
10/15/2019,48,Kunlavut VITIDSARN,THA,30470,13,64032
10/15/2019,49,Kazumasa SAKAI,JPN,30310,17,91280
10/15/2019,50,Lucas CORVEE,FRA,29079,19,89416
10/15/2019,51,LI Shi Feng,CHN,28820,10,95476
10/15/2019,52,Lakshya SEN,IND,28640,13,68870
10/15/2019,53,Thomas ROUXEL,FRA,28457,22,38500
10/15/2019,54,Victor SVENDSEN,DEN,28320,14,59420
10/15/2019,55,SOONG Joo Ven,MAS,28037,12,87117
10/15/2019,56,Ygor COELHO,BRA,27720,16,96429
10/15/2019,57,LU Chia Hung,TPE,27380,13,91254
10/15/2019,58,Tien Minh NGUYEN,VIE,27375,12,14107
10/15/2019,59,Kevin CORDON,GUA,27183,13,54897
10/15/2019,60,ZHOU Ze Qi,CHN,27140,15,91093
10/15/2019,61,Firman Abdul KHOLIK,INA,26950,12,61797
10/15/2019,62,Toby PENTY,ENG,26899,15,88523
10/15/2019,63,Chico Aura DWI WARDOYO,INA,26870,18,71408
10/15/2019,64,Vladimir MALKOV,RUS,26555,20,51682
10/15/2019,65,Pablo ABIAN,ESP,25904,19,14251
10/15/2019,66,Jason Anthony HO-SHUE,CAN,25801,24,93791
10/15/2019,67,Felix BURESTEDT,SWE,25380,16,83985
10/15/2019,68,LIN Yu Hsien,TPE,25050,12,91665
10/15/2019,69,Ihsan Maulana MUSTOFA,INA,24408,14,74154
10/15/2019,70,Iskandar ZULKARNAIN,MAS,23760,13,31871
10/15/2019,71,SOO Teck Zhi,MAS,23710,19,76106
10/15/2019,72,Lucas CLAERBOUT,FRA,23540,18,89506
10/15/2019,73,LEE Hyun Il,KOR,23230,8,11704
10/15/2019,74,REN Peng Bo,CHN,23000,13,91204
10/15/2019,75,Toma Junior POPOV,FRA,22991,15,61628
10/15/2019,76,Nhat NGUYEN,IRL,22788,20,85095
10/15/2019,77,Kodai NARAOKA,JPN,22550,9,62063
10/15/2019,78,Lino MUNOZ,MEX,22540,20,96461
10/15/2019,79,Luís Enrique PEÑALVER,ESP,22258,21,71221
10/15/2019,80,Yu IGARASHI,JPN,22250,14,64179
10/15/2019,81,Sergey SIRANT,RUS,21990,17,93878
10/15/2019,82,LIU Hai Chao,CHN,21920,11,97959
10/15/2019,83,Kai SCHAEFER,GER,21880,21,20808
10/15/2019,84,Ajay JAYARAM,IND,21790,14,55351
10/15/2019,85,CHEAM June Wei,MAS,21523,14,92796
10/15/2019,86,Brian YANG,CAN,21422,18,63122
10/15/2019,87,Osleni GUERRERO,CUB,21099,11,52364
10/15/2019,88,Kalle KOLJONEN,FIN,20978,21,92655
10/15/2019,89,LIN Chun-Yi,TPE,20630,11,86114
10/15/2019,90,Eetu HEINO,FIN,20600,21,54484
10/15/2019,91,Ade Resky DWICAHYO,AZE,20450,22,78890
10/15/2019,92,Raul MUST,EST,20149,16,51531
10/15/2019,93,Gergely KRAUSZ,HUN,19844,24,56755
10/15/2019,94,Kim BRUUN,DEN,19370,15,96545
10/15/2019,95,Artem POCHTAROV,UKR,19360,16,20301
10/15/2019,96,Minoru KOGA,JPN,19064,13,80062
10/15/2019,97,Michal ROGALSKI,POL,18597,24,53381
10/15/2019,98,Luka WRABER,AUT,18160,23,56274
10/15/2019,99,B. R. Sankeerth,CAN,17520,26,61819
10/8/2019,1,Kento MOMOTA,JPN,110118,18,89785
10/8/2019,2,CHOU Tien Chen,TPE,83478,20,34810
10/8/2019,3,SHI Yu Qi,CHN,79701,14,57945
10/8/2019,4,Anders ANTONSEN,DEN,77029,16,91554
10/8/2019,5,CHEN Long,CHN,74630,18,75787
10/8/2019,6,Jonatan CHRISTIE,INA,68678,19,73442
10/8/2019,7,Viktor AXELSEN,DEN,68308,12,25831
10/8/2019,8,Anthony Sinisuka GINTING,INA,62852,20,95661
10/8/2019,9,KIDAMBI Srikanth,IND,60570,15,93627
10/8/2019,10,NG Ka Long Angus,HKG,59142,20,45171
10/8/2019,11,SON Wan Ho,KOR,57170,9,54346
10/8/2019,12,SAI PRANEETH B.,IND,55500,18,42776
10/8/2019,13,Kantaphon WANGCHAROEN,THA,54529,23,92508
10/8/2019,14,Kenta NISHIMOTO,JPN,54333,20,85394
10/8/2019,15,LEE Zii Jia,MAS,54075,18,81561
10/8/2019,16,Kanta TSUNEYAMA,JPN,53948,20,57823
10/8/2019,17,Sameer VERMA,IND,51389,17,77003
10/8/2019,18,LIN Dan,CHN,49070,21,50906
10/8/2019,19,Tommy SUGIARTO,INA,46940,20,14587
10/8/2019,20,LU Guang Zu,CHN,46019,20,77427
10/8/2019,21,Jan O JORGENSEN,DEN,44980,14,54431
10/8/2019,22,Rasmus GEMKE,DEN,44051,17,62855
10/8/2019,23,HUANG Yu Xiang,CHN,43720,15,71261
10/8/2019,24,WANG Tzu Wei,TPE,43695,21,87375
10/8/2019,25,PARUPALLI Kashyap,IND,43030,20,53944
10/8/2019,26,Shesar Hiren RHUSTAVITO,INA,42534,17,81887
10/8/2019,27,Sitthikom THAMMASIN,THA,41907,20,58963
10/8/2019,28,PRANNOY H. S.,IND,40535,17,83950
10/8/2019,29,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
10/8/2019,30,LEE Cheuk Yiu,HKG,39521,20,94780
10/8/2019,31,Khosit PHETPRADAB,THA,39400,20,29449
10/8/2019,32,LOH Kean Yew,SGP,38454,18,76115
10/8/2019,33,LIEW Daren,MAS,38390,18,52864
10/8/2019,34,Sourabh VERMA,IND,38119,16,25925
10/8/2019,35,Mark CALJOUW,NED,37629,23,76973
10/8/2019,36,WONG Wing Ki Vincent,HKG,36490,19,55280
10/8/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
10/8/2019,38,Koki WATANABE,JPN,34560,13,97174
10/8/2019,39,LEE Dong Keun,KOR,34385,19,64933
10/8/2019,40,Tanongsak SAENSOMBOONSUK,THA,34330,17,54513
10/8/2019,41,Subhankar DEY,IND,34080,19,60967
10/8/2019,42,Suppanyu AVIHINGSANON,THA,33996,24,46874
10/8/2019,43,Rajiv OUSEPH,ENG,33342,13,51613
10/8/2019,44,SUN Fei Xiang,CHN,32980,15,57762
10/8/2019,45,ZHAO Jun Peng,CHN,32145,17,95930
10/8/2019,46,Misha ZILBERMAN,ISR,31934,22,52953
10/8/2019,47,HEO Kwang Hee,KOR,30487,16,68718
10/8/2019,48,Kunlavut VITIDSARN,THA,30470,13,64032
10/8/2019,49,Kazumasa SAKAI,JPN,30310,17,91280
10/8/2019,50,Thomas ROUXEL,FRA,29817,22,38500
10/8/2019,51,SOONG Joo Ven,MAS,29397,13,87117
10/8/2019,52,Lucas CORVEE,FRA,29079,19,89416
10/8/2019,53,Victor SVENDSEN,DEN,28320,14,59420
10/8/2019,54,LU Chia Hung,TPE,27380,13,91254
10/8/2019,55,Tien Minh NGUYEN,VIE,27375,12,14107
10/8/2019,56,Ygor COELHO,BRA,27280,16,96429
10/8/2019,57,ZHOU Ze Qi,CHN,27140,15,91093
10/8/2019,58,Firman Abdul KHOLIK,INA,26950,12,61797
10/8/2019,59,Toby PENTY,ENG,26899,15,88523
10/8/2019,60,Chico Aura DWI WARDOYO,INA,26870,18,71408
10/8/2019,61,Vladimir MALKOV,RUS,26555,19,51682
10/8/2019,62,Kevin CORDON,GUA,26433,12,54897
10/8/2019,63,Pablo ABIAN,ESP,26344,19,14251
10/8/2019,64,Jason Anthony HO-SHUE,CAN,25341,23,93791
10/8/2019,65,CHEAM June Wei,MAS,25323,14,92796
10/8/2019,66,Toma Junior POPOV,FRA,25171,15,61628
10/8/2019,67,LIN Yu Hsien,TPE,25050,12,91665
10/8/2019,68,LI Shi Feng,CHN,24970,9,95476
10/8/2019,69,Ihsan Maulana MUSTOFA,INA,24408,14,74154
10/8/2019,70,Iskandar ZULKARNAIN,MAS,23760,13,31871
10/8/2019,71,SOO Teck Zhi,MAS,23710,19,76106
10/8/2019,72,Lakshya SEN,IND,23650,12,68870
10/8/2019,73,Lucas CLAERBOUT,FRA,23540,19,89506
10/8/2019,74,LEE Hyun Il,KOR,23230,8,11704
10/8/2019,75,Felix BURESTEDT,SWE,23050,15,83985
10/8/2019,76,REN Peng Bo,CHN,22810,12,91204
10/8/2019,77,Nhat NGUYEN,IRL,22788,19,85095
10/8/2019,78,Kodai NARAOKA,JPN,22550,9,62063
10/8/2019,79,Luís Enrique PEÑALVER,ESP,22258,21,71221
10/8/2019,80,Yu IGARASHI,JPN,22250,14,64179
10/8/2019,81,LIU Hai Chao,CHN,21920,10,97959
10/8/2019,82,Ajay JAYARAM,IND,21790,14,55351
10/8/2019,83,Lino MUNOZ,MEX,21780,19,96461
10/8/2019,84,Ade Resky DWICAHYO,AZE,21530,22,78890
10/8/2019,85,Brian YANG,CAN,21422,18,63122
10/8/2019,86,Kai SCHAEFER,GER,21290,20,20808
10/8/2019,87,Osleni GUERRERO,CUB,21099,10,52364
10/8/2019,88,Kalle KOLJONEN,FIN,20978,21,92655
10/8/2019,89,LIN Chun-Yi,TPE,20630,11,86114
10/8/2019,90,Sergey SIRANT,RUS,20260,16,93878
10/8/2019,91,Raul MUST,EST,20149,15,51531
10/8/2019,92,Gergely KRAUSZ,HUN,19844,24,56755
10/8/2019,93,Eetu HEINO,FIN,19780,21,54484
10/8/2019,94,Kim BRUUN,DEN,19370,14,96545
10/8/2019,95,Artem POCHTAROV,UKR,19360,17,20301
10/8/2019,96,Minoru KOGA,JPN,19064,13,80062
10/8/2019,97,Michal ROGALSKI,POL,18597,23,53381
10/8/2019,98,B. R. Sankeerth,CAN,18160,26,61819
10/8/2019,99,Luka WRABER,AUT,18160,24,56274
10/1/2019,1,Kento MOMOTA,JPN,110118,18,89785
10/1/2019,2,CHOU Tien Chen,TPE,83478,20,34810
10/1/2019,3,SHI Yu Qi,CHN,79701,14,57945
10/1/2019,4,Anders ANTONSEN,DEN,77029,16,91554
10/1/2019,5,CHEN Long,CHN,74630,18,75787
10/1/2019,6,Jonatan CHRISTIE,INA,68678,19,73442
10/1/2019,7,Viktor AXELSEN,DEN,68308,12,25831
10/1/2019,8,Anthony Sinisuka GINTING,INA,62852,20,95661
10/1/2019,9,KIDAMBI Srikanth,IND,60570,15,93627
10/1/2019,10,NG Ka Long Angus,HKG,59142,20,45171
10/1/2019,11,SON Wan Ho,KOR,57170,9,54346
10/1/2019,12,SAI PRANEETH B.,IND,55500,18,42776
10/1/2019,13,Kantaphon WANGCHAROEN,THA,54529,23,92508
10/1/2019,14,Kenta NISHIMOTO,JPN,54333,20,85394
10/1/2019,15,LEE Zii Jia,MAS,54075,18,81561
10/1/2019,16,Kanta TSUNEYAMA,JPN,53948,20,57823
10/1/2019,17,Sameer VERMA,IND,51389,17,77003
10/1/2019,18,LIN Dan,CHN,49070,21,50906
10/1/2019,19,Tommy SUGIARTO,INA,46940,20,14587
10/1/2019,20,LU Guang Zu,CHN,46019,20,77427
10/1/2019,21,Jan O JORGENSEN,DEN,44980,14,54431
10/1/2019,22,Rasmus GEMKE,DEN,44051,17,62855
10/1/2019,23,HUANG Yu Xiang,CHN,43720,15,71261
10/1/2019,24,WANG Tzu Wei,TPE,43695,21,87375
10/1/2019,25,Shesar Hiren RHUSTAVITO,INA,43584,18,81887
10/1/2019,26,PARUPALLI Kashyap,IND,43030,20,53944
10/1/2019,27,Sitthikom THAMMASIN,THA,41907,21,58963
10/1/2019,28,PRANNOY H. S.,IND,40535,17,83950
10/1/2019,29,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
10/1/2019,30,LEE Cheuk Yiu,HKG,39521,20,94780
10/1/2019,31,Khosit PHETPRADAB,THA,39400,20,29449
10/1/2019,32,LOH Kean Yew,SGP,38454,18,76115
10/1/2019,33,LIEW Daren,MAS,38390,18,52864
10/1/2019,34,Sourabh VERMA,IND,38119,16,25925
10/1/2019,35,Mark CALJOUW,NED,37629,23,76973
10/1/2019,36,WONG Wing Ki Vincent,HKG,36490,19,55280
10/1/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
10/1/2019,38,Koki WATANABE,JPN,34560,13,97174
10/1/2019,39,LEE Dong Keun,KOR,34385,19,64933
10/1/2019,40,Subhankar DEY,IND,34080,19,60967
10/1/2019,41,Suppanyu AVIHINGSANON,THA,33996,24,46874
10/1/2019,42,Rajiv OUSEPH,ENG,33342,13,51613
10/1/2019,43,ZHAO Jun Peng,CHN,32145,17,95930
10/1/2019,44,Misha ZILBERMAN,ISR,31934,22,52953
10/1/2019,45,Tanongsak SAENSOMBOONSUK,THA,31870,16,54513
10/1/2019,46,HEO Kwang Hee,KOR,30487,16,68718
10/1/2019,47,Kunlavut VITIDSARN,THA,30470,13,64032
10/1/2019,48,Kazumasa SAKAI,JPN,30310,16,91280
10/1/2019,49,Firman Abdul KHOLIK,INA,30290,12,61797
10/1/2019,50,Thomas ROUXEL,FRA,29817,22,38500
10/1/2019,51,Lucas CORVEE,FRA,29079,19,89416
10/1/2019,52,LIN Yu Hsien,TPE,28810,13,91665
10/1/2019,53,SUN Fei Xiang,CHN,28770,14,57762
10/1/2019,54,Ihsan Maulana MUSTOFA,INA,28618,14,74154
10/1/2019,55,Victor SVENDSEN,DEN,28320,14,59420
10/1/2019,56,LU Chia Hung,TPE,27380,13,91254
10/1/2019,57,Tien Minh NGUYEN,VIE,27375,12,14107
10/1/2019,58,Ygor COELHO,BRA,27280,16,96429
10/1/2019,59,SOONG Joo Ven,MAS,27217,13,87117
10/1/2019,60,ZHOU Ze Qi,CHN,27140,15,91093
10/1/2019,61,Toby PENTY,ENG,26899,15,88523
10/1/2019,62,Chico Aura DWI WARDOYO,INA,26870,18,71408
10/1/2019,63,Vladimir MALKOV,RUS,26555,19,51682
10/1/2019,64,Kevin CORDON,GUA,26433,12,54897
10/1/2019,65,Pablo ABIAN,ESP,26344,19,14251
10/1/2019,66,Lakshya SEN,IND,26170,13,68870
10/1/2019,67,Jason Anthony HO-SHUE,CAN,25341,23,93791
10/1/2019,68,CHEAM June Wei,MAS,25323,13,92796
10/1/2019,69,Toma Junior POPOV,FRA,25171,15,61628
10/1/2019,70,LI Shi Feng,CHN,24970,9,95476
10/1/2019,71,Iskandar ZULKARNAIN,MAS,23760,14,31871
10/1/2019,72,Lucas CLAERBOUT,FRA,23540,19,89506
10/1/2019,73,LEE Hyun Il,KOR,23230,8,11704
10/1/2019,74,Felix BURESTEDT,SWE,23050,15,83985
10/1/2019,75,SOO Teck Zhi,MAS,22890,18,76106
10/1/2019,76,Nhat NGUYEN,IRL,22788,19,85095
10/1/2019,77,Kodai NARAOKA,JPN,22550,9,62063
10/1/2019,78,Luís Enrique PEÑALVER,ESP,22258,21,71221
10/1/2019,79,Yu IGARASHI,JPN,22250,14,64179
10/1/2019,80,LIN Chun-Yi,TPE,22230,11,86114
10/1/2019,81,Ajay JAYARAM,IND,21790,14,55351
10/1/2019,82,Lino MUNOZ,MEX,21780,19,96461
10/1/2019,83,Ade Resky DWICAHYO,AZE,21530,21,78890
10/1/2019,84,Brian YANG,CAN,21422,18,63122
10/1/2019,85,Kai SCHAEFER,GER,21290,20,20808
10/1/2019,86,Osleni GUERRERO,CUB,21099,10,52364
10/1/2019,87,Kalle KOLJONEN,FIN,20978,21,92655
10/1/2019,88,Sergey SIRANT,RUS,20260,16,93878
10/1/2019,89,Raul MUST,EST,20149,15,51531
10/1/2019,90,REN Peng Bo,CHN,20100,11,91204
10/1/2019,91,Gergely KRAUSZ,HUN,19844,24,56755
10/1/2019,92,LIU Hai Chao,CHN,19810,9,97959
10/1/2019,93,Eetu HEINO,FIN,19780,21,54484
10/1/2019,94,Kim BRUUN,DEN,19370,14,96545
10/1/2019,95,Artem POCHTAROV,UKR,19360,17,20301
10/1/2019,96,Minoru KOGA,JPN,19064,12,80062
10/1/2019,97,Michal ROGALSKI,POL,18597,23,53381
10/1/2019,98,B. R. Sankeerth,CAN,18160,26,61819
10/1/2019,99,Luka WRABER,AUT,18160,24,56274
9/24/2019,1,Kento MOMOTA,JPN,110118,17,89785
9/24/2019,2,CHOU Tien Chen,TPE,84878,20,34810
9/24/2019,3,SHI Yu Qi,CHN,79701,14,57945
9/24/2019,4,Anders ANTONSEN,DEN,77029,16,91554
9/24/2019,5,CHEN Long,CHN,74630,17,75787
9/24/2019,6,Jonatan CHRISTIE,INA,70058,19,73442
9/24/2019,7,Viktor AXELSEN,DEN,68308,12,25831
9/24/2019,8,Anthony Sinisuka GINTING,INA,62992,20,95661
9/24/2019,9,SON Wan Ho,KOR,60770,10,54346
9/24/2019,10,KIDAMBI Srikanth,IND,60570,15,93627
9/24/2019,11,NG Ka Long Angus,HKG,59142,19,45171
9/24/2019,12,Kenta NISHIMOTO,JPN,56433,20,85394
9/24/2019,13,SAI PRANEETH B.,IND,55500,17,42776
9/24/2019,14,Kantaphon WANGCHAROEN,THA,54529,22,92508
9/24/2019,15,Kanta TSUNEYAMA,JPN,53948,20,57823
9/24/2019,16,LEE Zii Jia,MAS,52885,17,81561
9/24/2019,17,Tommy SUGIARTO,INA,51540,21,14587
9/24/2019,18,Sameer VERMA,IND,51389,18,77003
9/24/2019,19,LIN Dan,CHN,49470,21,50906
9/24/2019,20,LU Guang Zu,CHN,46019,19,77427
9/24/2019,21,Rasmus GEMKE,DEN,44051,16,62855
9/24/2019,22,HUANG Yu Xiang,CHN,43720,15,71261
9/24/2019,23,Jan O JORGENSEN,DEN,42160,14,54431
9/24/2019,24,Sitthikom THAMMASIN,THA,41907,19,58963
9/24/2019,25,WANG Tzu Wei,TPE,40875,21,87375
9/24/2019,26,PRANNOY H. S.,IND,40535,17,83950
9/24/2019,27,Shesar Hiren RHUSTAVITO,INA,40244,16,81887
9/24/2019,28,Hans-Kristian Solberg VITTINGHUS,DEN,39740,17,53753
9/24/2019,29,LEE Cheuk Yiu,HKG,39521,20,94780
9/24/2019,30,PARUPALLI Kashyap,IND,39360,19,53944
9/24/2019,31,Khosit PHETPRADAB,THA,38460,19,29449
9/24/2019,32,LOH Kean Yew,SGP,38454,18,76115
9/24/2019,33,LIEW Daren,MAS,38390,18,52864
9/24/2019,34,Sourabh VERMA,IND,38119,16,25925
9/24/2019,35,Mark CALJOUW,NED,37629,23,76973
9/24/2019,36,WONG Wing Ki Vincent,HKG,36490,18,55280
9/24/2019,37,Brice LEVERDEZ,FRA,35454,20,52968
9/24/2019,38,ZHAO Jun Peng,CHN,34965,17,95930
9/24/2019,39,Koki WATANABE,JPN,34560,13,97174
